0,1,2
"组图：奇道黑格西服休闲写真 时尚亲和显魅力
","　　新浪娱乐讯 金英马公司艺人奇道最近为某时尚杂志拍摄一组时尚大片，见过荧屏里憨厚沉稳的他，很难和眼下这位时尚男人结合在一起，因为电视剧里面的造型都过于生活化，所以这次奇道是颠覆影视剧中的造型，展现在大家面前的是一位前卫的魅力型男。
　　随着《国家形象》和《八兄弟》的热播，奇道成为时下炙手可热的男演员之一，电影《可可西里》也为他奠定了大荧幕的根基。最近他更是成为空中飞人，一边拍摄最新的电影《惊魂平安夜》，另一方面在忙于去年的主旋律大戏《雪域天路》的配音工作。
　　奇道在《雪域天路中》饰演三个角色，从青年到老年，是很具挑战性的一部电视剧。他还说这部电视剧是他拍摄周期最长，最艰苦的的一部电视剧。该剧拍摄长达九个月，场景更是在草原和荒漠取景，条件是相当艰苦，时常会遇到各种困难，所以整部戏的看点很多。这部戏将在下半年和大家见面到时候观众就可以感受到拍摄的艰苦了。

",1
"组图：小沈阳扮露背唐僧雷人 “抛妻”搂女粉丝
","　　新浪娱乐讯 前天(9月4日)，小沈阳“笑转2009刘老根大舞台”全国巡演南宁站活动在南宁广西体育馆举行。小沈阳穿露背装演唐僧和妻子台上打情骂俏，后又穿古装演《倩女幽魂》中的宁采臣神韵十足，演出中他“抛弃”爱妻，搂着女观众“小倩”入戏，“小倩”则反抱着小沈阳陶醉不已。图库供稿

",1
"王心凌打破沉默坦言难忘旧爱 仍然相信爱情
","　　新浪娱乐讯 北京时间4月26日消息，据香港媒体报道，早前范植伟大爆与旧爱王心凌的性事掀起满城风雨，还要发道歉声明。昨天(4月25日)王心凌打破沉默在网上留言，表示自己对于年轻的爱情并不后悔，但她体会到这些回忆不能忘掉，她以“我哭了一场、吃了一顿，和狗狗玩了一下，迎接新的一天”来鼓励自己，表示还相信爱情。(鱼鱼)

",1
"那英被问与高峰旧事 台北两日反应两极(图)
","　　新浪娱乐讯 天后那英(微博)赴台宣传新专辑《那又怎样》，连续两天被传媒追问前男友高峰近日结婚，强调自己是“第一次结婚”，那英到底当初与他有没有注册过的事。10日晚，那英闻高色变，甚至拿手机直砸记者镜头；第二天的记者会后，却笑盈盈对大批传媒说“我们希望他过得幸福”，反应两极。
　　友人聚餐被追问  怒拿手机砸镜头
　　10日晚，那英约张惠妹(微博)、蔡健雅(微博)聚餐，老公孟桐也贴心相陪。那英被跟拍的媒体问到她跟高峰当年有没有注册，高峰结婚有没有送上祝福，那英钻入车内不回应；再问孟桐知道高峰结婚与否，他尴尬挥手没回答。
　　随后众人转往张惠妹开的酒吧续摊，记者再客气提问当初真的没注册吗？那英闻言抓狂，将手机丢向记者，正好砸中摄影机镜头。她骂：“再他X的乱讲！你再乱讲，我跟你讲我老公在这儿，你不能再乱讲！”孟桐见状连忙拉住老婆劝慰：“差不多了，啊？”并将她拉进店里，试图消灭火爆气氛，助理还连忙出来捡手机。
　　与高峰未婚不委屈  希望其幸福
　　第二天的台北记者会后，那英在媒体面前依然不得不面对与高峰有关的问题。高峰在微博上说自己是第一次结婚，让很多那姐的歌迷在网络上为那英抱屈，那英却一笑置之，说完全不觉得委屈：“粉丝的反应是多余了，我完全没有觉得委屈，我们何尝不希望他快点找到幸福，他幸福我们就安稳了。”
　　高峰举办婚礼，那英坦承儿子高兴不仅参加，还为爸爸当花童。她表示，儿子非常懂事，可能会怕妈妈担心，回到家什么也没多说。JZB/文 阿通/图

",1
"宁夏2010年4月自学考试成绩查询地址
","　　2010年4月宁夏高等教育自学考试成绩已公布，请点击此处查询。

",2
"韩寒新作揶揄郭敬明 暗讽时代有点“歪”(图)
","　　【新民网·娱乐报道】“所有的女孩子异口同声道：郭！敬！明！这三个字久久回荡在亭林镇的上空。当天，所有镇上的人都仿佛听见了上帝的召唤。台下的气氛已经快要爆炸，有的女学生已经开始哭泣。司仪道：让我们再大声的喊他的名字好么，用我们的热情把他召唤出来，来，一，二，三……四，四，小四！很多女孩把书捧在胸口，双唇抿起，眼里擒满泪水。”
　　以上文字出自韩寒(听歌 blog)在网络上连载的网络小说。在其最新连载的小说中，韩寒不但大胆使用郭敬明(听歌 blog)真名，更是将郭敬明拉进小说，成为书中一角。这一新奇的举动引起广大网友热议。
　　韩寒网络小说新作于12月起在网络上连载，新民网记者在起点中文网看到，该作品连载以来，已经获得755万次点击，颇受网友欢迎。而在最新的连载内容中，主人公参加“郭敬明”的签售会，对身边的少男少女如此狂热表示不解。韩寒在文中不但恶搞郭敬明，同时也以调侃的口气暗讽“非主流”文化，叹息“这个世界本来就是歪的”。

",1
"乐基儿优雅代言晋身国际 闪电现身巴黎72小时
","　　新浪娱乐讯 香港顶尖模特兼艺人乐基儿(Gaile)获得全球顶级首饰品牌邀请，成为该品牌首位亚洲籍全球代言人，乐基儿在亚洲时尚界的领军地位再一次受到肯定。创始人之一兼集团创作总监Ketty Koutsolioutsos女士表示，乐基儿独特迷人的个性和充满时代感的气息能够完美无暇地展现出品牌时尚高雅的格调，这一次的合作可谓天作之合。而早前，乐基儿更应邀飞往巴黎进行了拍摄，由专业团队打造最新的代言形象。
　　巴黎拍摄遭遇车轮战
　　在当天的拍摄现场，乐基儿表现出了与众不同的专业水平。为了达到最完美的拍摄效果，她在拍摄时对每个镜头及拍摄角度均十分认真，每组镜头都与摄影师进行细节讨论，敬业态度同样让全程监督拍摄工作的创作总监Ketty Koutsolioutsos女士赞赏。虽然拍摄时间极度紧张，但是在短短3天却拍摄了9组不同类别的造型，乐基儿的专业态度也令拍摄十分顺利，务求通过镜头可以展现出品牌与以往截然不同的新形象。而在今年2月即将举行的品牌全新春夏系列作品发布活动上，乐基儿将首次以代言人的身份诠释新作，一展动感魅惑的时尚风采。
　　渐成时尚“潮流风向标”
　　乐基儿出生于澳门，在美国长大，养成了她活泼开朗的热情性格以及对时尚的敏锐触觉和掌控力。从14岁开始模特生涯，到香港后以过人的天资和不懈的努力取得了骄人的成绩，不仅成为首屈一指的模特，还曾与多个国际和亚洲著名品牌合作担任客座设计师，被誉为亚洲大部分地区最时尚和最具影响力的潮流风向标。乐基儿时尚动感的魅力除了得到各种潮流品牌喜爱外，深具亲和力的个性同样受到其他各行业广告商的青睐，由其代言的某天然乳品广告近日正在央视黄金时段反复播放，早前更前往新西兰拍摄外景，与大自然相结合将乐基儿身上的甜美纯净气质表现得淋漓尽致，让人捕捉到她娇俏动人的另一面。

",1
"考研笔记：公共关系传播基本要素研究
","　　1948年，美国著名的政治学家哈罗德·拉斯韦尔补充提出了传播过程五因素的公式：“谁？说什么？通过什么渠道？对谁说？产生了什么效果？”这个公式描述的虽然是单向传播现象，却为我们提供了一个分析传播过程的简易的模式。因为其中包含了构成传播的基本要素：传播者、传播内容、传播渠道、受传者和传播效果。
　　公共关系传播是组织运用传播手段向公众传递信息的过程，它经历了由传播者到受传者的全过程，因此，也应当包含传播过程的五个要素。
　　对哈罗德·拉斯韦尔的传播五要素稍加改变，就形成了公共关系传播的基本要素：公共关系传播者、公共关系传播内容、公共关系传播渠道、目标公众以及公共关系传播效果。
　　(一)公共关系传播者
　　公共关系传播者是组织信息的采集、发布者，是代表组织行使传播职能的人。在我国政治组织中，该角色一般由党和国家的新闻发布机构、新闻发布人以及各级党和政府的新闻、宣传部门担任(在其他一些国家还包括政府中的公共关系人员)；在各种福利组织和赢利性组织中，该角色由组织内部的宣传部门、公共关系部门或宣传人员、公共关系人员担任。
　　公共关系传播者是公共关系的主体，因为它是构成传播过程的主导因素。在协调公众关系、改善周围环境的过程中，在树立自身形象、提高信誉的过程中，在沟通内外联系、谋求支持与合作的过程中，公共关系传播者居于主动地位，起着控制者与组织者的作用。它的任务，是将外部的信息传达给组织内部公众，将有关组织的信息发布出去，传递到目标公众那里。
　　(二)公共关系传播内容
　　公共关系传播内容是指传播者发出的有关组织的所有信息。它大体上可以分为如下两类：
　　一类是告知性内容，即向公众介绍有关组织的情况：它的目标、宗旨、方针、经营思想、产品和服务质量等等。在信息传播过程中，告知性内容往往以动态消息或是专题报道的形式出现。前者是关于组织新近发生的某一事件的基本事实的描述，通常包括五个“W”，比如关于商店开业、展览会闭幕、新产品问世、超额完成产值等情况的报道。后者是对事件全景或某一侧面进行的放大式描述，它不但包含五个“W”，而且包括对基本事实具体情节的勾勒。例如介绍新产品的设计过程、制作工艺、用途、专家鉴定情况等等。
　　另一类是劝导性的内容，即号召公众响应一项决议，呼吁公众参与一项社会公益活动，或者劝说人们购买某一种牌子的商品。在利用大众传媒进行宣传的过程中，政党、政府及其他非盈利性组织发布的劝导性的内容，往往以社论、评论、倡议书的形式出现，而盈利性组织发布的此类内容，则多以商业广告的形式出现。
　　(三)公共关系传播渠道
　　所谓传播渠道，是指信息流通的载体，也称媒介或工具。人们通常把用于传播的工具统称为传播媒介，而把公共关系活动中使用的传播媒介，称之为公共关系媒介，可供公共人员利用的传播媒介有两种：一种是大众传播媒介，一种是人际传播手段。具体来说，公共关系传播媒介是各种各样、丰富多彩的。常见的是语言媒介，像报纸与杂志、书籍与纪念刊、海报与传单、组织名片与函件等；有电子媒介、像广播、电视、录音、录相、幻灯和电影等；有标识、像摄影与图片、商标与徽记、门面与包装、代表色等；此外还有非语言传播媒介，像表情、体态、目光等等。我们也可以把公共关系媒介分为基本媒介和综合媒介两种。所谓基本媒介，主要包括人与人之间的传播、广播、电视、印刷品、摄影作品、电影等；综合媒介则包括与新闻界的联络、特别节目、展览、会议等。显然，所谓综合媒介是各种基本媒介的集大成。
　　(四)目标公众
　　目标公众(即组织外部公众)是指那些与组织有着某种利益关系的特定公众。它们是大众传播受传者中的一部分，是组织意欲影响的重点对象。这类公众的特点是：
　　第一，目标公众是有一定范围的，是具体的，可知的，也是相对稳定的即每个组织都有自己的特定公众。
　　第二，公众是复杂的。尽管某些个人由于某种共同性构成了某一组织的公众，但他们之间还是有着明显的差异。
　　第三，公众趋向集合。党组织与公众之间的利益关系变得突出时，原来松散的公众集合体就会趋于集中，显示出它特有的集体力量。
　　第四，公众是变化的。党组织与公众之间的利益关系结束了，这一类公众就不复为该组织的公众。
　　组织要想有效地开展公关工作，分辨自己面对的公众是十分重要的。一般说来，辨认公众可分几个步骤，层层深入。比如，首先把组织面对的公众无一遗漏地罗列出来，然后按需要对它们进行分类。根据组织内外有别的原则，可以把公众分为内部公众和外部公众；根据公众对组织的影响程度，可以把它们分为潜在公众、知晓公众和行动公众；根据公众对组织重要性的不同，可以把它们分为主要公众和次要公众。当组织开展一项具体活动时，还可以对公众作出更进一步的分类，以便确定具体活动针对的目标公众。
　　(五)公共关系传播效果
　　公共关系传播效果，是指目标公众对信息传播的反应，也是公共关系人员对传播对象的影响程度。
　　人们对传播效果的研究经历了半个多世纪的历程，先是提出“传播万能论”，继而提出“有限效果论”(以“两极传播”为主要内容)，后来又由“两极传播模式”发展为“多级传播模式”。传播效果理论的演变告诉我们，大众传播媒介固然能够改变受众原有的观念，但其效果不是无限的。在实际工作中，公共关系人员不能把大众传播媒介作为唯一的手段，而应当将它与人际传播、组织传播等多种方式结合起来，以便收到更好的效果。同时，受众的被动地位是相对的，他们对信息的注意、理解和记忆都是有选择的。公共关系人员可以通过各种调查手段(如观察、访问、文献分析、抽样调查等)了解公众对信息的接受程度，知己知彼，百战不殆。此外，在信息传播过程中，还要重视专家、学者、社会名流等“意见领袖”的中转作用，设法通过他们影响公众。

",2
"《欢喜婆婆》初一将播 胡杏儿李菁菁“一家亲”
","　　晨报讯(记者 冯遐)由紫骏影视出品的贺岁剧《欢喜婆婆俏媳妇》将于2月3日(大年初一)起，正式登陆江苏卫视黄金档并在乐视网同步播出。该剧与正在热播的《美人心计》同出自编剧于正之手，汇聚了苑琼丹、吴孟达、张达明等香港实力派谐星，又有TVB当家花旦胡杏儿的加盟，更有喜感十足的李菁菁“添油加醋添姿加彩”，堪称贺岁巨作。
　　凭借大胆扮丑得到观众喜爱的“石榴姐”苑琼丹这次以“慈善婆婆”造型亮相，更不乏幽默喜剧的表演。剧中，苑琼丹饰演的是一个媒婆，以给人牵线搭桥为生，搞定了那个年代大把剩男剩女的婚姻，却始终搞不定三个儿子的婚姻大事，三个儿子的婚姻与她的期望背道而驰。给“相亲、剩女”等实则是现代大家讨论得极其热烈的话题，披上了年代外衣成为本剧的一大特色。
　　而最有意思的是，剧中饰演胡杏儿母亲的李菁菁，和胡杏儿格外投缘，胡杏儿已将李菁菁认作干妈。“《欢喜婆婆俏媳妇》最让我难忘的就是跟李菁菁演母女，其实李菁菁从年纪上来说更像是一个姐姐，但是因为她非常活泼爽朗，很会照顾人，所以她演我的‘长辈’我自然是十分享受啦！”胡杏儿说，而拍完戏后，俩人俨然已经亲如母女。胡杏儿自爆，她已经认了李菁菁当干妈，虽然现在天各一方在拍戏，但俩人常常在微博上互动。“我们还约好了，我一定要去北京看她。”胡杏儿说。

",1
"叶一茜自曝爱情保鲜秘诀 用温柔搞定田亮(图)
","　　婚后育有一女的田亮、叶一茜夫妇，除了发展娱乐事业，还不断开拓商业版图。近期叶一茜也瞄上了“美女作家”这个头衔，新书中，她就向公众讲述了与田亮爱情保鲜的秘诀，8日她还在微博(http://t.sina.com.cn)中坦言，自己是用温柔“搞定”田亮的。
　　叶一茜说，田亮是一个性格坚毅的人，从小集体生活让他学会什么问题都要自己解决。“我一直觉得，能够拿金牌的人都有很强大的内心，所以田亮遇到烦心事时，我从来不会多说什么。因为我知道，他自己的事情自己可以处理，他唯一需要的，就是有一个女人给他温暖，有一个家给他宁静。”叶一茜说，有些男人遇到困境时，会自己找个地方躲起来，但这并不是冷落你，所以女孩遇到类似情景，千万别慌张，只要继续保持温柔小女人角色就好。 本报记者 任奕洁
　　婚后育有一女的田亮、叶一茜夫妇，除了发展娱乐事业，还不断开拓商业版图。近期叶一茜也瞄上了“美女作家”这个头衔，新书中，她就向公众讲述了与田亮爱情保鲜的秘诀，8日她还在微博(http://t.sina.com.cn)中坦言，自己是用温柔“搞定”田亮的。
　　叶一茜说，田亮是一个性格坚毅的人，从小集体生活让他学会什么问题都要自己解决。“我一直觉得，能够拿金牌的人都有很强大的内心，所以田亮遇到烦心事时，我从来不会多说什么。因为我知道，他自己的事情自己可以处理，他唯一需要的，就是有一个女人给他温暖，有一个家给他宁静。”叶一茜说，有些男人遇到困境时，会自己找个地方躲起来，但这并不是冷落你，所以女孩遇到类似情景，千万别慌张，只要继续保持温柔小女人角色就好。 本报记者 任奕洁

",1
